id,Annotated tweet,,classification,,
233, I'm <a>voting</a> for <e>Romney</e>.,,_TEST_,,
234, I'm gonna <a>vote</a> for this Ryan <e>Romney</e> guy in all the YouTube banners.,,_TEST_,,
235, <e>Romney</e> won the <a>second debate</a> | Fox News Dick Morris saw clear winner in Mitt <e>Romney</e>!  http://t.co/dA0tWxyL via @fxnopinion #tcot #inde #ccot,,_TEST_,,
236, Well Governer <e>Romney</e> and Congressman Ryan. You have my full support. Single Mom for 18 years,,_TEST_,,
237, @JSingh12 Nope. Just not a fan of <e>Obama</e>. I'm a Ron Paul guy. More importantly <e>Romney</e> will not raise taxes,,_TEST_,,
238, CNN's Candy Crowley: <e>Romney</e> Was Actually Right On <a>Libya</a>: http://t.co/nLBHLw2r via @youtube,,_TEST_,,
239, Let's go <e>Romney</e>,,_TEST_,,
240, NC independents say <e>Romney</e> won <a>debate</a>: http://t.co/7qeJygLN via @youtube,,_TEST_,,
241, I personally prefer <e>Romney</e>,,_TEST_,,
242, [EXCLUSIVE]  77% likelihood <e>Romney</e> wins <a>popular vote</a>,,_TEST_,,
243," ""It's our turn now."" ~ Ann <e>Romney</e> #TCOT #TeaParty #Twisters #GOP #mothers #women #voteGOP2012",,_TEST_,,
244, Mitt <e>Romney</e> Won The <a>Second Debate</a> http://t.co/LxEn7Eqp,,_TEST_,,
245, DICK MORRIS: <e>Romney</e> won the <a>second debate</a>...: DICK MORRIS: <e>Romney</e> won the second debate...(Top headline,,_TEST_,,
246, <e>Romney</e> won. (@YouTube http://t.co/6nrKojrq),,_TEST_,,
247, If <e>Romney</e> said he will <a>ban fake niggahs</a> I'm voting for him,,_TEST_,,
248, Presidential hopeful Mitt <e>Romney</e>â€™s <a>tax cut plan</a>: http://t.co/MjiD96oV.,,_TEST_,,
249, @SenDarling welcoming Matt <e>Romney</e> and letting him know how proud @wisgop is of @Mitt<e>Romney</e> 's <a>fight 4 our country</a>! http://t.co/gtOUYkl9,,_TEST_,,
250, <e>Romney</e> takes a major lead in <a>several polls<a>.  Yeah! True Hope + Change is only 1 vote day away for America. Go Mitt!,,_TEST_,,
251, I predict Mitt <e>Romney</e>  will win the <a>election</a>. Make your own prediction! http://t.co/h6iBq6eF,,_TEST_,,
252, <e>Romney</e> is so sexist.,,_TEST_,,
253, We love you <e>Romney</e>! @James_Griff14,,_TEST_,,
254, <e>Romney</e> leads by 5% in <a>swing states</a> http://t.co/VVYd13gw,,_TEST_,,
255, @BretBaier @freetospeak10 <e>Romney</e> won the <a>debate</a> last night.  He was awesome,,_TEST_,,
256, @Mitt<e>Romney</e> @barackobama Mitt is right. Time for a change - <a>vote</a> <e>Romney</e>.,,_TEST_,,
257," Lmao â€œ<e>Romney</e>: ""<aMr. President</a>",,_TEST_,,
258, <e>Romney</e> is going to WIN BIG,,_TEST_,,
259, <e>Romney</e> will <a>win</a> in a landslide. Obama is a hoax,,_TEST_,,
260, ....Mitt <e>Romney</e> is a glorified <a>car salesman</a>,,_TEST_,,
261, A very fair and just visualization of the #<e>Romney</e><a>tax plan</a>... @ThePantau pay attention: http://t.co/I6dCzUWO,,_TEST_,,
262, Don't even start with me on how much I want <e>Romney</e> to<a> win</a> #uwontwin,,_TEST_,,
263, <e>Romney</e> bulge. http://t.co/qtJuBBfN,,_TEST_,,
264, <e>Romney</e> <a>wins</a> just because he got the president to say,,_TEST_,,
265, <a>Im a republican</a> votin for Mitt <e>Romney</e>,,_TEST_,,
266, @stephcondoncbs Good article on new <e>Romney</e> <a>ad</a>! We've been fact-checking both campaigns' Medicare claims: http://t.co/85swFIRA Thoughts? ^DS,,_TEST_,,
267, Positive signs that <e>Romney</e> swayed a lot of undecideds last night. With <a>Obama's foreign policy weakness</a>,,_TEST_,,
268," I love how <e>Romney</e> keeps saying he ""<a>supports small businesses</a>"". Yeh",,_TEST_,,
269, <e>Romney</e> seeks advantage on <a>Libya</a> issue http://t.co/pOCVrHtQ,,_TEST_,,
270, <e>Romney</e> is the man to put this country back on track & lower <a>gasoline prices</a> back to less than $3.00a gallon.He is a <a>job creator</a>,,_TEST_,,
271, Tbh Mitt <e>Romney</e> Was <a>Telling</a> The truth ,,_TEST_,,
272, @_xPiru lol yea and I'm <a>voting for</a> Mitt <e>Romney</e>,,_TEST_,,
273, University of Colorado analysis predicts <e>Romney</e> win in <a>presidential race</a> http://t.co/TD6e8DNO via @examinercom,,_TEST_,,
274, I agree with Governor <e>Romney</e>,,_TEST_,,
275, <a>Fact</a> Check:  <e>Romney</e> was right,,_TEST_,,
276, <a>Fair play</a> to Mitt <e>Romney</e>,,_TEST_,,
277,"<e>Romney</e> <a>won</a> this debate, better start packing Obama theres a new Sheriff in WASHINGTOWN !!!!!!!!!!!!!!!!!",,_TEST_,,
278,<e>Romney</e> has flaws but is the only candidate with a real plan on how to create <a>jobs.</a> #FightForJobs,,_TEST_,,
279,The blood of <a>Jesus</a> that saved me obligates me to vote with my Bible morals. <e>Romney</e> - Pro-Life. Pro-Marraige. #bibleswag #moralswag,,_TEST_,,
280,I think <e>Romney</e> <a>won</a> that debate all Obama did was lie. #Romney,,_TEST_,,
281,"@Dapper_Dalton if you are running for president, as <e>Romney</e> is, he is telling them the source of the <a>problem</a> and how to fix it.",,_TEST_,,
282,@DennisLaffin I thought it was a slug-fest but felt like <e>Romney</e> <a>won.</a>  He asked a few key questions the president couldn't answer.,,_TEST_,,
283,@KarlRove <e>Romney</e> <a>won</a> hands down,,_TEST_,,
284,@xheyitsjune Exactly! That is a great reason! Smart people haha My dad is conservative so he wants to <e>vote</e> for <a>Romney...</a> -_-,,_TEST_,,
285,"<e>Romney</e> well <a>done</a> tonight! You were poised and calm and straight to the point. Obama all you could say was ""thats not true"" #RomneyForTheWin",,_TEST_,,
286,@jbuehn was thinking the same thing!! <a>Go</a> <e>Romney.</e>,,_TEST_,,
287,@scottbrand Romney. <e>Obama</e> could not defend his lousy record and flat out <a>lied</a> on Libya.,,_TEST_,,
288,"In the past four years our fiscal reserve has grown more than any administration since Clinton. But yeah, <e>Romney's</e> <a>plan</a> is great. #not",,_TEST_,,
289,Go Romney.    <e>Obama</e> is all <a>lies.Romney</a>  -  2.         O  - 0,,_TEST_,,
290,I'd <e>vote</e> <a>Romney</a> because I'm not afraid of wealth and success. But hey you guys seem to enjoy you 8% unemployment and 16tri $ deficit.,,_TEST_,,
291,I <e>support</e> <a>Romney</a> because he believes that women should be in the kitchen cooking #Truedat,,_TEST_,,
292,@GOP Check Mate.  <a>Great</a> job Gov.  <e>Romney!</e>,,_TEST_,,
293,@Sibongile_G from what I'm watching now I think he did a <a>good</a> job in slowing down the momentum <e>Romney</e> gained last debate.,,_TEST_,,
294,"@MittRomney,I am so proud of you tonight after the debate.  You did <a>great,</a> President <e>Romney!</e>",,_TEST_,,
295,"@georgimichelle so I guess if <e>Romney</e> did <a>win</a> and fix the deficit, he shouldn't take credit cause he didn't pay 17trill of his own money.",,_TEST_,,
296,@michellemalkin focus groups tell who is ultimately <a><e>winning..Romney!</e></a>,,_TEST_,,
297,@billmaher <e>Obama</e> Did <a>Shit</a> On Romney Tonight. It was All Over His Face !,,_TEST_,,
298,"Chuck Woolery @chuckwooleryWatchng Frank Luntz focus group. In his group, vast majority of Obama supporters switching <e>to</e> <a>Romney.</a>",,_TEST_,,
299,@EvaLongoria I think  <e>Romney</e> <a>won</a> !:-),,_TEST_,,
300,@5hannnnnon: <e>Obama</e> shut up you nigger. You're a <a>liar.</a> Your brother lives in Kenya where you were born. #Romney2012 202 people Rt this shit,,_TEST_,,
301,"@HerndonDavis @Aaron0057 @secupp The decisive ""when"" huh? Obama can have that. <e>Romney</e> got the <a>WIN.</a> =)",,_TEST_,,
302,"@ColeAnnoyingNav @browland1 You have to admit <e>Obama</e> <a>killed</a> Romney on that debate, I mean come on.",,_TEST_,,
303,"Let's just face it, <e>Romney</e> has better <a>hair</a> than Obama so we are morally obliged to vote for him #RomneyRyan2012 #TFM",,_TEST_,,
304,"<e>Romney</e> was born <a>rich,</a> i cant vote for someone whos never eaten <a>#RamenNoodles</a>",,_TEST_,,
305,!!!! CNN's Candy Crowley: <e>Romney</e> Was <a>Right</a> On Libya - http://t.co/0BMts2KS,,_TEST_,,
306,"<e>Obama</e> is a <a>liar,</a> and point blank I horrible president #RomneyRyan2012",,_TEST_,,
307,"@GOPrincess @MittRomney <e>Romney/Ryan</e> will <a>win</a> in Nov 55-45, not close. It has all changed.",,_TEST_,,
308,"Saw that. Excllnt news RT @chuckwoolery Watchng Frank Luntz focus group. In his group, vast majority of <e>Obama</e> supporters <a>switching</a> to Romney",,_TEST_,,
309,"But racism is dead.... RT @5hannnnnon <e>Obama</e> shut up you nigger. u're a <a>liar.Your</a> brother lives in Kenya where you were born. #Romney2012""",,_TEST_,,
310,@FoxNews I believe that more <e>undecided</e> have <a>turned</a> Romney's way,,_TEST_,,
311,"@villegas_420, <e>I</e> am in the <a>47%,</a> and I am <a>voting</a> for Mitt Romney.  #phucklogic",,_TEST_,,
312,@PrestonCNN That is if you TRUST CNN ! I don't. <e>Romney</e> <a>won.Case</a> closed.,,_TEST_,,
313,"Imma republican, <e>voting</e> for Mitt <a>Romney</a> lol",,_TEST_,,
314,<e>Romney</e> totally <a>understands</a> me as a woman. Said no one ever. #Romney #WomenAgainstRomney #LatinaWomenVeteran,,_TEST_,,
315,#debates <e>Romney</e> clearly <a>won</a> the debate. Obama CANNOT keep dodging his failings and blaming the bush era for America's problems! #Romney 2012,,_TEST_,,
316,"@gretawire <e>Romney</e> did <a>great,</a> Obama stepped into it on Lybia.",,_TEST_,,
317,"During the 1st #debate, @BarackObama didn't show; during the 2nd, <e>Obama</e> showed up to <a>LIE.</a> Winner: @MittRomney.",,_TEST_,,
318,@woodhouseb go figure. I watched a <e>debate</e> of a <a>fool</a> versus Mitt Romney!,,_TEST_,,
319,"I hate when my battery is at 47% so yeah I guess I'm <e>voting</e> for <a>Romney.</a> That's how this works, right?",,_TEST_,,
320,@HeidiL_RN @TheDailyEdge Big difference between them <e>Romney</e> wants to <a>save</a> country Obama doesn't care only for his self and I believe ruin us,,_TEST_,,
321, <e>Perot</e> backs <a>Romney</a>,,_TEST_,,
322, <e>Mitt Romney</e> maintains strong electoral <a>lead</a> according to state polls - Arlington Conservative | http://t.co/Korgk0bJ http://t.co/fwyQzpXf,,_TEST_,,
323, lok RT @coolieDAGGERA: <a>Vote</a> for #<e>Romney</e>,,_TEST_,,
324, <e>Women</e> push <e>Romney</e> into <a>lead</a> - http://t.co/RCjLqx0B,,_TEST_,,
325, <e>Romney</e>/<e>Ryan</e> is the right pat of our country! http://t.co/pLV8MrhU,,_TEST_,,
326, <e>Romney</e>'s <a>Debate</a> Win Pushes Him Closer in Pennsylvania,,_TEST_,,
327, super excited about <e>Ross Perot</e>'s <a>endorsement<a> of <e>Romney</e>,,_TEST_,,
328, @grammy620 @<e>MittRomney</e> <e>we</e> will all be praying for you President <e>Romney</e>! God will take care of it all!,,_TEST_,,
329, <e>Women</e> Power <e>Romney</e> to Five-Point <a>Lead</a> in Swing State Poll http://t.co/Pz7iEdae via @BreitbartNews,,_TEST_,,
330, Peter Thomas & Peter Ferrara: <e>Romney</e>'s <a>tax plan</a> does not raise <a>taxes</a> on the middle class: http://t.co/AIE9VSHr #tcot,,_TEST_,,
331, <e>Mitt Romney</e> will win this <a>election</a>.......... you can count on this.,,_TEST_,,
332, Good to see all the <e>Romney</e> <a>support</a> on my timeline good to see I follow a decent amount of intelligent rational people,,_TEST_,,
333, So many people on Facebook like <e>Mitt Romney</e>...,,_TEST_,,
334, <e>Women</e> Put <e>Romney</e> Ahead In 12 Swing States http://t.co/TbnHSSpD,,_TEST_,,
335, @<e>MittRomney</e>  <e>Mitt Romney</e> is a relentless,,_TEST_,,
336, <e>Romney</e> coming on strong in key rural counties. http://t.co/I2qu4SXI,,_TEST_,,
337, <e>Romney</e> <a>picking up</a> steam,,_TEST_,,
338, I m a Republican <a>voting</a> for <e>Mitt Romney</e>,,_TEST_,,
339, No stopping the <e>Romney</e> Rocket #election2012,,_TEST_,,
340, GW Bush: <e>Romney</e> will make 'great' president http://t.co/ujlC7ySN,,_TEST_,,
341, The <e>Romney</e> <a>tax plan</a> - great,,_TEST_,,
342, Notice how as it began to look more & more like a <e>Romney</e> win,,_TEST_,,
343, <e>Romney</e> keep up the good work,,_TEST_,,
344, <a>Vote</a> for <e>Mitt #Romney</e> on Twitter http://t.co/sGgFVRQ9. Presidential Election 2012 Now. #YubaCity #Nampa #Schaumburg #Carson #Glendora,,_TEST_,,
345," Even though tonight's ""<e>debate</e>"" will be more like an interrogation I know Gov <e>Romney</e> will do great! #ImWithMitt #RomneyRyan2012",,_TEST_,,
346, <e>Romney</e> Holds Advantage Tonight,,_TEST_,,
347, @TruthTeam2012 @nytimes The real war on women will end by <a>voting</a> <e>Romney</e>. There will be more <a>jobs</a>,,_TEST_,,
348, @RomneyCentral I believe <e>Romney</e> will <a>win</a>!BUT MSNBC,,_TEST_,,
349, <e>Romney</e> will <a>win</a>. Tell it here: http://t.co/epEug67x and vote !!!http://t.co/euiV5Q1E,,_TEST_,,
350, Please remember to <a>pray</a> for #<e>Romney</e> today,,_TEST_,,
351, Gallup: <e>Romney</e> Jumps to 4 Point <a>Lead</a> Ahead of <a>Debate</a> http://t.co/rUHOZjRl #RWNJAlert,,_TEST_,,
352, <e>Romney</e> Hit A Huge Milestone In Two Separate Polls Today http://t.co/mliRlDww,,_TEST_,,
353, <a>Jobs</a> are coming to <e>America</e> when #<e>Romney</e> does!!,,_TEST_,,
354, If <e>Romney</e> gets in. He also cutting <a>unemployment</a>,,_TEST_,,
355, <e>Romney</e> needs to be strong like he was in the last <a>debate</a>,,_TEST_,,
356, <e>Romney</e> May Be More Popular Among Military Voters,,_TEST_,,
357, <e>Romney</e> takes small <a>lead</a> in #Election2012 NC poll,,_TEST_,,
358, <e>Romney</e> Is Winning The Battle For Women: <e>Mitt Romney</e> has surged to a 4-percentage-point <a>lead</a> in 12 crucial swing ... http://t.co/2UtB6NeZ,,_TEST_,,
359, <e>Voters</e> Equally Favorable to <e>Romney</e>,,_TEST_,,
360," @drgrist As we knew <e>Romney</e> would ""win"" the first one",,_TEST_,,
361, Learning loads about <e>Romney</e>'s <a>tax plan</a>. Sounds legit. http://t.co/9FxjkKO6,,_TEST_,,
362, @<e>realDonaldTrump</e> @<e>MittRomney</e> <e>I</e>'m also agrea with you. <e>Mitt Romney</e> will be great and he'll be the next president of The United States.,,_TEST_,,
363, <e>Romney</e> will win. Tell it here: http://t.co/k5YkLRef and vote !!!http://t.co/FzcV1s8i,,_TEST_,,
364, <e>Mitt Romney</e> winning 301 electoral votes as projected by polling data http://t.co/ARsBisOz via @examinercom,,_TEST_,,
365, <e>ROMNEY</e> <a>LEADS</a>!!! Virginia Poll: <e>Romney</e> <a>Leads</a> By 7 http://t.co/0EeAfwpB  #tcot,,_TEST_,,
366, ROOT: <e>Mitt Romney</e> heading for a landslide win - Washington Times: http://t.co/esN4cZ3a via @washtimes,,_TEST_,,
367, Poll: <e>Romney</e> <a>Leads</a> by 22 in Rural Swing Counties http://t.co/UhBlnYoT via @BreitbartNews,,_TEST_,,
368, Gallup tracker: <e>Romney</e> expands <a>lead</a> among likely <e>voters</e>,,_TEST_,,
369, Very interesting strategy planned by <e>Romney</e> to tackle the <a>tax issue</a> http://t.co/q2nA8MOl,,_TEST_,,
370, I am getting ready for the <e>Debate</e> tonight.  I think it will be very interesting to see what happens.  I hope <e>Romney</e> wins tonight.,,_TEST_,,
371, If <e>Romney</e> wins this <a>election</a> I'm moving to Greece,,_TEST_,,
372,"Was at a briefing about the US election. Main lesson: <e>Romney</e>has a real chance of winning"""" based on consumer confidence alone...""",,_TEST_,,
373,"@JamieGator If Luntz's focus group is a valid indicator it was a big win for <e>Romney</e>. #tcot""""""",,_TEST_,,
374,"He opens up the floor to talk about the debate and all these people do is attack <e>Romney</e>'s character. #wack""",,_TEST_,,
375,"Don't you love how sincere the <e>Romney</e>/Ryan campaign appears?""",,_TEST_,,
376,"20 Days >> President <e>Mitt Romney</e>!!""""""",,_TEST_,,
377,"I predict <e>Mitt Romney</e> will win the election. Make your own prediction! http://t.co/iGxMQNcq""",,_TEST_,,
378,"Bitch you came to my mentions come through here again I'm voting for <e>Romney</e>& getting yo Mexican ass outta here @BadSpanishMami""",,_TEST_,,
379,"Someone on fb: """"Crowley did her damage for <e>Romney</e>""  her admitting a mistake does nothing. Damn woman."" What in the world? Are you kidding me?",,_TEST_,,
380,"Luntz Focus Group Of Mostly Former <e>obama</e> Voters Switch To <e>Romney</e>| RealClearPolitics"""" on FreedomConnector. http://t.co/yVD4MV6M""",,_TEST_,,
381,"http://t.co/cMbxKeJa @__pik3s @alirioguitian @Anitagar98 @DarrylLeigh You can help <e>Romney</e>turn around America by donating""",,_TEST_,,
382,"Moderator Crowley says <e>Romney</e>'right in the main' on Libya"" despite debate intervention | Fox News http://t.co/20KamjYY via @foxnewspolitics",,_TEST_,,
383,"@AndreaTantaros What <e>Romney</e>do as a Governor to ensure that Women earned equal pay as men?.POTUS will win this election.#Bindersfullofwomen#""",,_TEST_,,
384,"@EllenBarkin It's EASY.We want what is best for this country and that is <e>Mitt Romney</e>and we don't need you telling US who to vote for!""",,_TEST_,,
385,"Candy Crowley ADMITS <e>Romney</e>Was Right On Libya: http://t.co/ZffcJ2n9 via @youtube""",,_TEST_,,
386,wow fuck <e>Romney</e> ! not giving immigrants a chance to live right in the US,,_TEST_,,
387,<e>Romney</e> will deport @Totalbiscuit,,_TEST_,,
388,watch <e>Romney</e> ship all the illegal immigrants back to they countries if he become president,,_TEST_,,
389," ""Mitt <e>Romney</e> has been really practicing all week in his <a>debate</a> prep how to show empathy."" Chris Wallace just now on Fox ",,_TEST_,,
390,<a> Kirsten Powers</a> will vote for <e>Romney</e>..my prediction,,_TEST_,,
391, The math behind <e>Romney</e>'s <a>tax plan</a> is just a click away: http://t.co/TC5Ya0jq #MittMath http://t.co/Ettwj2ZK,,_TEST_,,
