id,Annotated tweet,,classification,,,,,,,
208, Vote for <e>#Obama</e> calling the competition's bluff last night!i would wear my Obama t-shirt if the top man wasn't going to be in the office2day,,_TEST_,,,,,,,
209, @DreJohnson1 <e>Obama</e> won and he gt my vote..he is cleaning up something from decades ..romney thinks it just happened 4yrs ago,,_TEST_,,,,,,,
210," I just read: ""Analysis: <e>Obama</e> regains his footing in feisty second debate"" on biNu #Reuters",,_TEST_,,,,,,,
211, <e>Obama</e> is the coolest president ever,,_TEST_,,,,,,,
212, @AubreyODay fyi <e>Obama</e> did not win the debate!!,,_TEST_,,,,,,,
213, <e>Obama</e> went in on Romney tonight #letsgo,,_TEST_,,,,,,,
214, <e>Obama</e> For President .... #NuffSaid,,_TEST_,,,,,,,
215, #Vote for <e>Obama</e> #Vote for obama. He the whole reason why the gov. Found Osama !,,_TEST_,,,,,,,
216, @GMA <e>President</e> Obama won the debate,,_TEST_,,,,,,,
217, <e>Obama</e> really went in yesterday on Romney,,_TEST_,,,,,,,
218, @GMA I'm Choose Stay' <e>Obama</e> # Him Good,,_TEST_,,,,,,,
219, @mattCmorrison44 @coreyvodicka <e>Obama</e> knew everything last night,,_TEST_,,,,,,,
220," In Florida, <e>Obama</e> fans liked what they saw",,_TEST_,,,,,,,
221, I'm team <e>#Obama</e>,,_TEST_,,,,,,,
222," @jacobclouse case in point. Why would I let someone ""steal"" my vote to get <e>Obama</e> out then?  Your logic would still make Obama president.",,_TEST_,,,,,,,
223, @MightyQuinn28 three more weeks. Thank goodness <e>Obama</e> wrapped up NJ and PA so we don't get all those ads.,,_TEST_,,,,,,,
224," When the African American male asked ""Why should I vote for you in 2012"".... <e>Obama</e> answered that very well.",,_TEST_,,,,,,,
225, <e>Obama's</e> back in the game!,,_TEST_,,,,,,,
226, <e>@BarackObama</e> last night you showed Romney that it takes more than trash talk to be president. I'm proud of my president.,,_TEST_,,,,,,,
227," @BarackObama just watched the highlights form the second debate, <e>Obama</e> absolutely ripped Romney apart. #teamobama.",,_TEST_,,,,,,,
228, #100%GOBAMA  I haven't voted EVER. but if we stand together we can make a difference. Vote <e>Obama</e>.,,_TEST_,,,,,,,
229, <e>Obama</e> starts his MMA fighting classes this morning.....Romney better be ready for a kick to the chin!!,,_TEST_,,,,,,,
230, <e>Obama</e> did a good job in his second debate. It's time for  democratic pundits to stop carping  or run for president themselves. #debate,,_TEST_,,,,,,,
231, <e>Obama</e> is lookin sexy to ME mmmm #prezdebate,,_TEST_,,,,,,,
232, <e>Obama</e> won the debaatee !,,_TEST_,,,,,,,
233, Proud of <e>Obama</e> #GreatDebate #Vote2012,,_TEST_,,,,,,,
234, Go <e>Obama</e> #youtubepolitics,,_TEST_,,,,,,,
235, <e>Obama</e> did his thing last night #winning,,_TEST_,,,,,,,
236, @iamjustingreene <e>#Obama</e> for life .,,_TEST_,,,,,,,
237, Honey Boo Boo supports <e>Obama</e> . Just saying.. #RomneyRyan2012,,_TEST_,,,,,,,
238," You're losing this "" we can'ttell who won"" thing on this one MSM. The American people can. <e>Obama</e> all the way. #Debate #obamabiden2012",,_TEST_,,,,,,,
239," @biggovt Don't tell Breitfart - he's looking at the debate through rose colored glasses. <e>Obama</e> totally won on style, fact, record and TRUTH.",,_TEST_,,,,,,,
240, So WHERE are all the Libs who screamed <e>Obama</e> had no intention of making a gun-grab?? <a>#Assaultweaponban</a>>#Obama #romney2012 #debate #debates,,_TEST_,,,,,,,
241, @zshahan3 For Cleantech <e>Obama</e> is definitely a better choice.,,_TEST_,,,,,,,
242," We arguing over presidential figureheads when the legislation is still gonna be fcked up. Neither is great for the job, but I choose <e>Obama</e>.",,_TEST_,,,,,,,
243, <e>@BarackObama</e> is smart. He baited Romney the first debate forcing Romney to show his hand. Now Obama is strategically taking over. #Genius,,_TEST_,,,,,,,
244, Is it weird that I honestly find <e>Obama</e> kinda hot?,,_TEST_,,,,,,,
245, Roses Are Red Twitter Is Blue . I'm Voting For <e>Obama</e> . Wtf Romney Gone Do .,,_TEST_,,,,,,,
246," Fox News called it a draw, must mean <e>Obama</e> won! :D",,_TEST_,,,,,,,
247," @JulianCastro J&G yes Obama did win and he's going to win back the Presidency, you going to be faced with one more term of a Black President",,_TEST_,,,,,,,
248, So... The debate... <e>Obama</e> won hands down.,,_TEST_,,,,,,,
249, If only <e>Obama</e> gave 1/10 of the <a>Fast & Furious guns</a> to the embassy at Benghazi embassador Stevens and the 3 others could be alive today!#tcot,,_TEST_,,,,,,,
250, <e>Obama</e> won  the second debate,,_TEST_,,,,,,,
251," Impressed w/ how <e>Obama</e> <a>worked education into his answers</a>, even connecting it to gun violence. It's possible to talk abt two things at once!",,_TEST_,,,,,,,
252, @malviche @UrNoSuperHero i thought he was hot too in 6th grade. I even bought 2 <e>Obama</e> shirts. I still have one. Lmao,,_TEST_,,,,,,,
253," Re-watching the debate. I really appreciate <e>Obama's</e> <a>use of the term ""undocumented"" instead of ""illegal"" immigrants</a>.",,_TEST_,,,,,,,
254, @WakeupwithBill:@troywilmore @Chriscurtis <e>Obama</e> won and so did the bus driver.,,_TEST_,,,,,,,
255," while as usual, at times, <e>Obama</e> sounded more conservative than some Republicans I know",,_TEST_,,,,,,,
256," Honestly, I don't care about the debate. But <e>Obama</e> is gonna win, cuz he's black.",,_TEST_,,,,,,,
257, @austin_pearl you might be right but all I know about this election is that I'm voting for <e>Obama</e> and he's going to win,,_TEST_,,,,,,,
258," Even though it looked like <e>Obama</e> was asleep on a Down Pilllow at debate #1, last night was really invigorating. Great <a>debate</a> all around.",,_TEST_,,,,,,,
259, @LilMissRightie So the word Pyrrhic comes to mind when describing <e>Obama's</e> 'win.',,_TEST_,,,,,,,
260," In the last debate, <e>Obama</e> was awesome. He literally kicked Mitt Romneys Mormon jelly BUTT.",,_TEST_,,,,,,,
261," Dont Let Mitt Romney Run Game On You, Go Vote For <e>Barack Obama</e> #Vote",,_TEST_,,,,,,,
262, @rupertmurdoch <e>Obama</e> promotes education too! Look at Pell grants...,,_TEST_,,,,,,,
263, @wbdnewton this non-Kool-Aid drinker saw an <e>Obama</e> victory.,,_TEST_,,,,,,,
264," @essencemag <e>Obama</e> definitely brought his ""A"" game last night. Best line ""get the transcript""!",,_TEST_,,,,,,,
265, If I was American I'd definitely vote for <e>Obama</e>.,,_TEST_,,,,,,,
266, <e>Obama</e> is awesome! You go dawg! :),,_TEST_,,,,,,,
267,"The Debates Don't Matter, The Polls Don't Matter. <e>Obama</e> Will Win the Election http://t.co/fplQRwNv via @huffingtonpost",,_TEST_,,,,,,,
268,@jess_is_m0re come on I'm done at 11 and I want Wendy's!! Come on skip em do it for <e>Obama</e> and chi city,,_TEST_,,,,,,,
269,<e>OBAMa</e>!!!!!!!!!!!,,_TEST_,,,,,,,
270,@shoe_gal81 I got barak <e>Obama</e>! No wonder I'm single!,,_TEST_,,,,,,,
271,I HAD A DREAM WITH <e>OBAMa</e> AND HOW SOME ALIENS WERE AFTER HIM CAUSE HE WAS BREATHING SOME GREEN GOO! :D,,_TEST_,,,,,,,
272,http://t.co/ZG1x8e6f: Men are Voting for <e>Obama</e> but Fantasizing about Paul Ryan According to a... http://t.co/djye4yAr #Miami Web Designer,,_TEST_,,,,,,,
273,I mean.. vore for <e>Obama</e>(;&lt;,,_TEST_,,,,,,,
274,<e>Obama</e> 2012 http://t.co/zYthEIek,,_TEST_,,,,,,,
275,"Amen ""@Ebuka: <e>Obama</e> will do much better tonight. Town halls are his fort_.""",,_TEST_,,,,,,,
276,Don't get it twisted because President <e>Obama</e> is a TRUE gentleman and he cares about EVERYONE even his haters.,,_TEST_,,,,,,,
277,RT@JDTRoam: RT @<e>BarackObama</e>: Just 21 days until Election Day. RT if you're ready to cheer on President <e>BarackObama</e> in tonight's debate.,,_TEST_,,,,,,,
278,Very clever. http://t.co/vMdGdjpr #p2 #tcot #<e>obama</e>,,_TEST_,,,,,,,
279,Jay-z waxes eloquent for @<e>obama</e>2012 http://t.co/NMP98mwy,,_TEST_,,,,,,,
280,RT @<e>BarackObama</e> Just 21 days until Election Day. RT if youÍre ready to cheer on President <e>BarackObama</e> in tonightÍs debate. #Team<e>BarackObama</e>Biden,,_TEST_,,,,,,,
281,"@RayHamel If you consider <e>Obama</e>'s track record good, then I guess there ok_",,_TEST_,,,,,,,
282,"RT @fivethirtyeight: So far this cycle, betting on the polling average converging to <e>Obama</e> +2 has pretty much always been right....",,_TEST_,,,,,,,
283,"Nice work by @Mike_FTW   RT @30Reasons: 30 Reasons to re-elect President <e>Obama</e>, Reason #9, by Mike Monteiro http://t.co/pXJmVRM0",,_TEST_,,,,,,,
284,We Have The Power...To Move Us Forward  -- President <e>Barack Obama</e>,,_TEST_,,,,,,,
285,I'm tired of hearing about how bad <e>Obama</e> is because gas hovers around $4.00. There is very little he can do to control a GLOBAL commodity,,_TEST_,,,,,,,
286,"<e>Obama</e>, the Guy with the Purple Shirt, and a Promise Kept: http://t.co/MgI1nCO2 via @youtube",,_TEST_,,,,,,,
287,Just voted for <e>Barack Obama</e> n Vice President Biden@ the US Embassy in Abu Dhabi!!!! http://t.co/BaiXnGfY,,_TEST_,,,,,,,
288,"ñ@slafarlette I hope my president, <e>Barack Obama</e>, kicks some serious ass tonight.î me too..",,_TEST_,,,,,,,
289,The Big Lie: <e>Obama</e> Did Not Call Benghazi Attack Terrorism on Sep. 12 - http://t.co/L3obBpjW,,_TEST_,,,,,,,
290,ñ@<e>BarackObama</e>:21 days til Election Day. RT if youÍre ready to cheer on President <e>BarackObama</e> in tonightÍs debate. #Team<e>BarackObama</e>Bidenî @RobGiordanoJr,,_TEST_,,,,,,,
291, Thanking <e>Obama</e> #tcot #<e>Obama</e> #teaparty #Democrats #Libertarian #Independent #gop #tlot  #<e>Obama</e>2012 #<e>Romney</e>Ryan201 http://t.co/uBiguXI6,,_TEST_,,,,,,,
292, <e>Obama</e> Pride: LGBT Americans for <e>Obama</e>: http://t.co/sZXxgH9j via @youtube all u americans listen up,,_TEST_,,,,,,,
293, <a>Catholics</a> for <e>Obama</e>: http://t.co/8v5W7UqB via @youtube,,_TEST_,,,,,,,
294," ""Mitt <e>Romney</e> can do what Barack <e>Obama</e> couldn't""....yea annoy the fucking shit out of me..go away, sir.",,_TEST_,,,,,,,
295, @Barack<e>Obama</e> Even Though im from Bermuda i really want to see you wreck <e>Romney</e> tonight!,,_TEST_,,,,,,,
296, @Phife_Bear Why Arent You Voting For <e>Obama</e>?,,_TEST_,,,,,,,
297, <e>Obama</e> better <a>win</a>!,,_TEST_,,,,,,,
298, <e>Obama</e> better win!,,_TEST_,,,,,,,
299," Jesse Tyler Ferguson, Zachary Quinto, Wanda Sykes, <a>Endorse</a> <e>Obama</e> In Campaign Video: Seven m... http://t.co/CjxVFvF5 (via@TheAdvocateMag)",,_TEST_,,,,,,,
300, <e>Obama</e> boosted by court win on Ohio early voting http://t.co/zDJ9PJFY,,_TEST_,,,,,,,
301," I know people are gonna dislike me about this, but I don't like either of the presidential candidates, but the shinier turd is <e>Obama</e>.",,_TEST_,,,,,,,
302, I'll be watching the <a>debate</a> tonight #<e>Obama</e> ðŸ‡ºðŸ‡¸ðŸ—½â¤ðŸ™ŒðŸ’ªâœŠ,,_TEST_,,,,,,,
303, Future historians could well conclude that <e>Obama</e> led the biggest redistribution of wealth in USA in decades http://t.co/sXST4IrB,,_TEST_,,,,,,,
304, @Ziggy_Daddy BTW - did you see the #CNN interview with Merle Haggard where he endorsed <e>Obama</e>?,,_TEST_,,,,,,,
305, @SpiritOfMadison <e>Obama</e>'s record in office is stellar. Mitt exp kills US Mfg Companies #WhatDidMittBuild? #NotTheRightStuff  @BardOfEarth #p2,,_TEST_,,,,,,,
306," People only like <e>Obama</e>, that's the motto <e>Romney</e> #POLO ðŸ˜‚ðŸ˜‚ screw politics, but that ish is hella funny!",,_TEST_,,,,,,,
307, Parody or Reality? <e>Obama</e> Should Be Winning â€˜99 to 1â€™ Over the â€˜Plutocratsâ€™ | Media Research Center http://t.co/CSL2vvWn via @sharethis,,_TEST_,,,,,,,
308, #ThingsObamaVotersBelieve<e>Obama</e> is a competent leader,,_TEST_,,,,,,,
309, Can <e>Obama</e> Return to Hope & Change Message? http://t.co/ddWyHTDH,,_TEST_,,,,,,,
310," â€œ@_DaCapricorn: Vote for <e>Obama</e> ; yes we can , I'm <e>Obama</e> and I approve this tweetâ€",,_TEST_,,,,,,,
311," PPP: #<e>Obama</e> Weathers Post-Debate Fallout, Leads #Ohio By 5 http://t.co/pELOL4mG via @TPM",,_TEST_,,,,,,,
312, Celebrities Attempt to Drag <e>Obama</e> Across Finish Line http://t.co/jvB4kdno via @BreitbartNews,,_TEST_,,,,,,,
313," via @FactsAboutMitt<a> Rmoney's budget </a>will add $10trillion to U.S. debt, according to CBO. http://t.co/DUN8PCOJ #tcot #p2 @cspanwj #P2 #Obama",,_TEST_,,,,,,,
314, Dems Memo: <e>Obama</e> Needs Vision for Future - http://t.co/wE1ct3Kv http://t.co/oVX3SmHQ,,_TEST_,,,,,,,
315," ""<e>Obama</e> camp predicts feistier showing in <a>debate</a> No. 2"" on http://t.co/hVAjVOCj",,_TEST_,,,,,,,
316, If you vote for <e>Romney</e> he'll take all the pink starburst & leave you with red. #<e>Obama</e>,,_TEST_,,,,,,,
317, What if Morgan Freeman ran for president. Holy hell his <e>Obama</e> ad was good. It almost made me want to vote,,_TEST_,,,,,,,
318, â€œ@Dunk_NoHoes: I hate how republicans dump Bush's fuck ups on <e>Obama</e> just because he hasn't been able to repair it allâ€,,_TEST_,,,,,,,
319," People Only Like Obama, thats the motto Romney P.O.L.O !",,_TEST_,,,,,,,
320, @HutchHutchenson I <a>like<a> <e>obama</e>,,_TEST_,,,,,,,
321, <a>Go<a> <e>obama</e>!!!,,_TEST_,,,,,,,
322, @JoeBiden: If youâ€™re proud of President <e>obama</e> after tonightâ€™s <a>debate</a>,,_TEST_,,,,,,,
323, President <e>obama</e> wins <a>debate</a> handily and ends with a strong defense of the 47% http://t.co/tdI9iiXv via @examinercom,,_TEST_,,,,,,,
324, #emptybinder President <e>obama</e>'s plans for <a>term 2</a>.,,_TEST_,,,,,,,
325, @cutiepi2u @hotairblog  <e>obama</e> just like being <a>president</a>,,_TEST_,,,,,,,
326, I don't know how you guys feel but #<e>obama</e> killed it last night! #<a>Elections2012</a>,,_TEST_,,,,,,,
327, <e>obama</e> wins the second <a>debate</a>. Too bad itâ€™s not the one that mattered. - Yahoo! News http://t.co/4PFbNIPg via @YahooNews,,_TEST_,,,,,,,
328, @Barack<e>obama</e> : I'm with you on <a>moving our country</a> FORWARD,,_TEST_,,,,,,,
329, <e>obama</e> was stronger in the <a>debate</a>. Talk about it on http://t.co/HBvBh3x1,,_TEST_,,,,,,,
330, @evilsax @MotorCityLib @utaustinliberal @inajann <e>obama</e> hits debate home run http://t.co/RNrGQTdA,,_TEST_,,,,,,,
331, Team <e>obama</e>,,_TEST_,,,,,,,
332, @Murda_Zack thank ya <e>obama</e> <a>supporter</a>,,_TEST_,,,,,,,
333, President <e>obama</e> Fought for <a>Equal Pay for Equal Work</a> - Tonight,,_TEST_,,,,,,,
334, <e>obama</e> was stronger in the <a>debate</a>. Talk about it on http://t.co/dQfwdDtp,,_TEST_,,,,,,,
335, @Lola4117 if you really research <e>obama</e> ie <a>read his book</a> etc and think he's a good choice you are a socialist and I have nothing to say 2u,,_TEST_,,,,,,,
336," Russia calls <e>obama</e> the ""<a>Magic Negro</a>""",,_TEST_,,,,,,,
337, I <a>love</a> <e>obama</e>,,_TEST_,,,,,,,
338, [Polygon] <e>obama</e> wins second presidential <a>debate</a>,,_TEST_,,,,,,,
339, Lets get <e>obama</e> in <a>office<a>!!,,_TEST_,,,,,,,
340," My mom gets so ""hood"" when people <a>talk bad about</a> <e>obama</e> lol it's so funny",,_TEST_,,,,,,,
341, Rochelle Riley: The real <e>obama</e> stood up and won <a>showdown</a> http://t.co/fcNdvs6b,,_TEST_,,,,,,,
342, <e>obama</e> <a>Is Back</a> http://t.co/EISIFQTG via @HuffPostPol,,_TEST_,,,,,,,
343, #RushLimbaugh OWNING <e>obama</e> right now,,_TEST_,,,,,,,
344, Vote for <e>obama</e>! If only for the fact that he's the first not bad looking president since President H. Taft !#<a>sexypresident2012</a>,,_TEST_,,,,,,,
345, @throughthechaff @billmaher I'm an extremely liberal <e>obama</e> <a>supporter</a>.  For pity's sake.,,_TEST_,,,,,,,
346, @Barack<e>obama</e> <e>Romney</e> won the <a>debate</a>.....,,_TEST_,,,,,,,
347,<a> Vote</a> for <e>obama</e> in 2012 Election! #NUFFSAID,,_TEST_,,,,,,,
348, Favored <e>obama</e>,,_TEST_,,,,,,,
349, But I'm still wooting for <e>obama</e>!! <a>:)</a>,,_TEST_,,,,,,,
350, <e>obama</e> is the <a>winner</a>........,,_TEST_,,,,,,,
351, @GinsburgJobs   Go <e>obama</e> you can do it. Good luck from across the pond.,,_TEST_,,,,,,,
352, The only thing I've seen <e>obama</e> successfully do is divide this country more than it already was.,,_TEST_,,,,,,,
353, President <e>obama</e> awesome.,,_TEST_,,,,,,,
354, <e>obama</e> <e>obama</e> <e>obama</e> <e>obama</e> <e>obama</e> (a milli a milli a milli a milli) #VOTE4<e>obama</e>,,_TEST_,,,,,,,
355, Last nights presidential <a>debate</a> is the perfect reason why we should vote for <e>obama</e>,,_TEST_,,,,,,,
356, Wins for <e>obama</e> at the <a>debate</a>,,_TEST_,,,,,,,
357, <e>obama</e> needed <a>big win</a>,,_TEST_,,,,,,,
358," ""Oh I think <e>obama</e> is better than that other guy cause like he cares about everyone not just <a>rich people</a>"" -Air Head",,_TEST_,,,,,,,
359, <e>obama</e> for sure!!!,,_TEST_,,,,,,,
360, <e>obama</e> <a>2012</a>!,,_TEST_,,,,,,,
361, Everybody said <e>obama</e> won the <a>debate</a>,,_TEST_,,,,,,,
362, <e>obama</e> has done so well for <a>our country</a>,,_TEST_,,,,,,,
363, <e>obama</e> did well <a>last night</a>,,_TEST_,,,,,,,
364, <e>obama</e> needed decisive <a>win</a>,,_TEST_,,,,,,,
365, I never registered to vote but if I did I would <a>vote</a> for <e>obama</e> because he's half black..........keepin it ðŸ’¯,,_TEST_,,,,,,,
366, He's will be our <a>two term man</a>. Barack <e>obama</e>,,_TEST_,,,,,,,
367, <a>Vote<a> for <e>obama</e>. If not for you,,_TEST_,,,,,,,
368, <e>obama</e> made that point is his <a>closing remarks</a>. He tells the truth #<e>obama</e>2012 #4moreyears,,_TEST_,,,,,,,
369, Keep It Up <e>obama</e>: You Have A One <a>Term Proposition</a> To Make Good On. http://t.co/rt7RJZvc,,_TEST_,,,,,,,
370, I want <e>obama</e> to win the <a>election</a> and about as much about politics as a shoe does,,_TEST_,,,,,,,
371, I'm watching President <e>obama</e> <a>Won</a> http://t.co/1M0QtcqR on http://t.co/g0ly8xJb,,_TEST_,,,,,,,
372, I'm going to pray tonight tht <e>obama</e> <a>wins</a> bt if he dosent it wasn't in God's plan,,_TEST_,,,,,,,
373, @Barack<e>obama</e> <e>obama</e>'s <a>Female Debate</a> Coach Complained About 'Hostile Workplace' at White House http://t.co/cmlFp0vI,,_TEST_,,,,,,,
